batter_name,batter_id,AVG_FF,AVG_FS,AVG_CU,AVG_FC,AVG_SI,AVG_SL,OBP_FF,OBP_FS,OBP_CU,OBP_FC,OBP_SI,OBP_SL,SLG_FF,SLG_FS,SLG_CU,SLG_FC,SLG_SI,SLG_SL
Christian Vazquez,543877,0.17105263157894737,0.2857142857142857,0.2,0.3333333333333333,0.22857142857142856,0.25,0.2727272727272727,0.2857142857142857,0.2,0.38461538461538464,0.3488372093023256,0.3,0.2236842105263158,0.42857142857142855,0.5,0.4166666666666667,0.34285714285714286,0.35714285714285715
Mike Trout,545361,0.23316062176165803,0.15384615384615385,0.23076923076923078,0.2857142857142857,0.275,0.21311475409836064,0.3877551020408163,0.3125,0.23076923076923078,0.36585365853658536,0.35555555555555557,0.2898550724637681,0.5077720207253886,0.15384615384615385,0.6923076923076923,0.4857142857142857,0.4625,0.26229508196721313
Bryce Harper,547180,0.25196850393700787,0.16666666666666666,0.265625,0.35714285714285715,0.2716049382716049,0.22580645161290322,0.38311688311688313,0.2857142857142857,0.30434782608695654,0.4375,0.3854166666666667,0.29411764705882354,0.5748031496062992,0.3333333333333333,0.34375,0.7857142857142857,0.35802469135802467,0.46236559139784944
Elias Diaz,553869,0.17647058823529413,0.4,0.1,0.1,0.2692307692307692,0.23214285714285715,0.32038834951456313,0.4,0.1,0.18181818181818182,0.2962962962962963,0.23214285714285715,0.3058823529411765,1.0,0.1,0.4,0.3269230769230769,0.35714285714285715
Eugenio Suarez,553993,0.22950819672131148,0.2222222222222222,0.10810810810810811,0.29545454545454547,0.27835051546391754,0.2184873949579832,0.319047619047619,0.3333333333333333,0.15,0.3404255319148936,0.36607142857142855,0.26717557251908397,0.5300546448087432,0.6666666666666666,0.16216216216216217,0.6818181818181818,0.4329896907216495,0.6386554621848739
Michael Taylor,572191,0.19047619047619047,0.3333333333333333,0.21052631578947367,0.25,0.21568627450980393,0.26666666666666666,0.23214285714285715,0.3333333333333333,0.2727272727272727,0.3181818181818182,0.3103448275862069,0.34,0.3523809523809524,0.7777777777777778,0.2631578947368421,0.3,0.35294117647058826,0.4666666666666667
Mike Yastrzemski,573262,0.1989795918367347,0.2692307692307692,0.22580645161290322,0.2571428571428571,0.23076923076923078,0.20689655172413793,0.3116883116883117,0.3448275862068966,0.2571428571428571,0.43478260869565216,0.375,0.265625,0.37755102040816324,0.46153846153846156,0.25806451612903225,0.3142857142857143,0.4230769230769231,0.3103448275862069
Willson Contreras,575929,0.2571428571428571,0.07692307692307693,0.2222222222222222,0.28,0.30303030303030304,0.2857142857142857,0.4044943820224719,0.23529411764705882,0.28205128205128205,0.41935483870967744,0.38392857142857145,0.330188679245283,0.5071428571428571,0.07692307692307693,0.5277777777777778,0.52,0.40404040404040403,0.3979591836734694
Jose Iglesias,578428,0.21904761904761905,0.0,0.13636363636363635,0.1111111111111111,0.22950819672131148,0.24074074074074073,0.2743362831858407,0.0,0.20833333333333334,0.25,0.3188405797101449,0.3114754098360656,0.34285714285714286,0.0,0.13636363636363635,0.1111111111111111,0.2459016393442623,0.3148148148148148
Nick Castellanos,592206,0.23178807947019867,0.38461538461538464,0.15555555555555556,0.25806451612903225,0.3218390804597701,0.20512820512820512,0.2822085889570552,0.4666666666666667,0.2549019607843137,0.2857142857142857,0.3655913978494624,0.25196850393700787,0.3576158940397351,0.46153846153846156,0.28888888888888886,0.3225806451612903,0.4942528735632184,0.3162393162393162
Aaron Judge,592450,0.33557046979865773,0.06666666666666667,0.18518518518518517,0.4375,0.47115384615384615,0.25471698113207547,0.41954022988505746,0.125,0.3333333333333333,0.5384615384615384,0.5378151260504201,0.34146341463414637,0.8389261744966443,0.16666666666666666,0.3333333333333333,1.0625,0.7403846153846154,0.4056603773584906
